info1,info2,info_draft,info_team,name,sc_price
"
Age: 22yr 4mth    Games: 12     Born: November 2, 1996    
","
Height: 180cm    
Weight: 73kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #49 ",,Teia Miles,"
Supercoach Price: $343,400
  "
"
Age: 27yr     Games: 71     Born: February 28, 1992    
","
Height: 180cm    
Weight: 80kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #27 ",,Anthony Miles,"
Supercoach Price: $342,000
  "
"
Age: 21yr 5mth    Games: 43     Born: September 14, 1997    
","
Height: 184cm    
Weight: 81kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #11 ",,Wayne Milera,"
Supercoach Price: $433,100
  "
"
Age: 26yr     Games: 16     Born: February 4, 1993    
","
Height: 192cm    
Weight: 94kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #22 ",,Brody Mihocek,"
Supercoach Price: $361,000
  "
"
Age: 19yr 11mth    Games: 0     Born: March 30, 1999    
","
Height: 178cm    
Weight: 78kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #57 ",,Gryan Miers,"
Supercoach Price: $123,900
  "
"
Age: 23yr 5mth    Games: 103     Born: October 3, 1995    
","
Height: 180cm    
Weight: 80kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #26 ",,Zachary Merrett,"
Supercoach Price: $544,800
  "
"
Age: 27yr 5mth    Games: 73     Born: September 13, 1991    
","
Height: 190cm    
Weight: 90kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #17 ",,Daniel Menzel,"
Supercoach Price: $369,100
  "
"
Age: 26yr 11mth    Games: 53     Born: March 7, 1992    
","
Height: 189cm    
Weight: 89kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 5, Pick #66 ",,Sam Menegola,"
Supercoach Price: $543,100
  "
"
Age: 22yr 5mth    Games: 33     Born: September 19, 1996    
","
Height: 187cm    
Weight: 80kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #33 ",,Connor Menadue,"
Supercoach Price: $228,600
  "
"
Age: 24yr 9mth    Games: 70     Born: May 26, 1994    
","
Height: 188cm    
Weight: 89kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #46 ",,Tim Membrey,"
Supercoach Price: $396,300
  "
"
Age: 27yr 6mth    Games: 156     Born: August 29, 1991    
","
Height: 186cm    
Weight: 83kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #10 ",,Jake Melksham,"
Supercoach Price: $400,400
  "
"
Age: 22yr 3mth    Games: 20     Born: November 4, 1996    
","
Height: 195cm    
Weight: 100kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #52 ",,Lewis Melican,"
Supercoach Price: $279,400
  "
"
Age: 20yr 10mth    Games: 0     Born: April 22, 1998    
","
Height: 203cm    
Weight: 105kg    
Position:
            Ruck
      ","
Last Drafted: Round 4, Pick #69 ",,Lloyd Meek,"
Supercoach Price: $123,900
  "
"
Age: 33yr 10mth    Games: 319     Born: April 7, 1985    
","
Height: 184cm    
Weight: 84kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #5 ",,Jarrad McVeigh,"
Supercoach Price: $487,100
  "
"
Age: 23yr 8mth    Games: 79     Born: June 24, 1995    
","
Height: 195cm    
Weight: 98kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #25 ",,Daniel McStay,"
Supercoach Price: $300,900
  "
"
Age: 19yr 8mth    Games: 0     Born: June 20, 1999    
","
Height: 186cm    
Weight: 79kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #40 ",,Andrew McPherson,"
Supercoach Price: $123,900
  "
"
Age: 26yr 11mth    Games: 10     Born: March 22, 1992    
","
Height: 178cm    
Weight: 80kg    
Position:
            Defender
      ",,,Ben McNiece,"
Supercoach Price: $297,900
  "
"
Age: 18yr 5mth    Games: 0     Born: September 7, 2000    
","
Height: 184cm    
Weight: 82kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #23 ",,Jez McLennan,"
Supercoach Price: $117,300
  "
"
Age: 23yr 1mth    Games: 60     Born: January 31, 1996    
","
Height: 180cm    
Weight: 79kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 2, Pick #26 ",,Toby McLean,"
Supercoach Price: $514,000
  "
"
Age: 28yr 6mth    Games: 62     Born: September 1, 1990    
","
Height: 196cm    
Weight: 100kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #19 ",,Shaun McKernan,"
Supercoach Price: $400,600
  "
"
Age: 26yr 11mth    Games: 107     Born: April 3, 1992    
","
Height: 191cm    
Weight: 83kg    
Position:
            Defender
      ",,,Trent McKenzie,"
Supercoach Price: $260,600
  "
"
Age: 18yr 8mth    Games: 0     Born: June 23, 2000    
","
Height: 183cm    
Weight: 78kg    
Position:
            Defender,
                Midfield
      ","
Last Drafted: Round 1, Pick #10 ",,Tom McKenzie,"
Supercoach Price: $114,400
  "
"
Age: 22yr 9mth    Games: 34     Born: May 17, 1996    
","
Height: 184cm    
Weight: 83kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #22 ",,Daniel McKenzie,"
Supercoach Price: $358,300
  "
"
Age: 22yr 11mth    Games: 51     Born: March 28, 1996    
","
Height: 184cm    
Weight: 84kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #62 ",,Conor McKenna,"
Supercoach Price: $403,800
  "
"
Age: 21yr 2mth    Games: 15     Born: December 24, 1997    
","
Height: 200cm    
Weight: 95kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #10 ",,Harry McKay,"
Supercoach Price: $360,800
  "
"
Age: 21yr 2mth    Games: 1     Born: December 24, 1997    
","
Height: 201cm    
Weight: 95kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #21 ",,Ben McKay,"
Supercoach Price: $123,900
  "
"
Age: 24yr 11mth    Games: 74     Born: April 3, 1994    
","
Height: 191cm    
Weight: 91kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #31 ",,Kamdyn Mcintosh,"
Supercoach Price: $316,000
  "
"
Age: 25yr 7mth    Games: 14     Born: July 19, 1993    
","
Height: 198cm    
Weight: 96kg    
Position:
            Ruck
      ","
Last Drafted: Round 3, Pick #44 ",,Fraser McInnes,"
Supercoach Price: $226,400
  "
"
Age: 24yr 7mth    Games: 16     Born: July 10, 1994    
","
Height: 204cm    
Weight: 107kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #37 ",,Oscar McInerney,"
Supercoach Price: $317,600
  "
"
Age: 18yr 6mth    Games: 0     Born: August 18, 2000    
","
Height: 187cm    
Weight: 75kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #44 ",,Justin Mcinerney,"
Supercoach Price: $117,300
  "
"
Age: 18yr 7mth    Games: 0     Born: July 13, 2000    
","
Height: 179cm    
Weight: 70kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #16 ",,Ned McHenry,"
Supercoach Price: $139,800
  "
"
Age: 20yr 9mth    Games: 41     Born: June 2, 1998    
","
Height: 178cm    
Weight: 80kg    
Position:
            Defender,
                Midfield
      ","
Last Drafted: Round 1, Pick #1 ",,Andrew McGrath,"
Supercoach Price: $384,300
  "
"
Age: 24yr 4mth    Games: 48     Born: October 11, 1994    
","
Height: 190cm    
Weight: 89kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #43 ",,Mitch McGovern,"
Supercoach Price: $368,200
  "
"
Age: 26yr 10mth    Games: 103     Born: April 15, 1992    
","
Height: 196cm    
Weight: 99kg    
Position:
            Defender
      ","
Last Drafted: Round 5, Pick #74 ",,Jeremy McGovern,"
Supercoach Price: $483,100
  "
"
Age: 18yr 2mth    Games: 0     Born: December 4, 2000    
","
Height: 190cm    
Weight: 92kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 2, Pick #42 ",,Connor McFadyen,"
Supercoach Price: $117,300
  "
"
Age: 29yr 7mth    Games: 187     Born: July 11, 1989    
","
Height: 200cm    
Weight: 102kg    
Position:
            Ruck
      ","
Last Drafted: Round 1, Pick #9 ",,Ben McEvoy,"
Supercoach Price: $553,100
  "
"
Age: 25yr 10mth    Games: 66     Born: April 22, 1993    
","
Height: 171cm    
Weight: 79kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #22 ",,Anthony McDonald-Tipungwuti,"
Supercoach Price: $368,600
  "
"
Age: 26yr 5mth    Games: 146     Born: September 18, 1992    
","
Height: 194cm    
Weight: 100kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #53 ",,Tom McDonald,"
Supercoach Price: $529,800
  "
"
Age: 24yr     Games: 96     Born: February 9, 1995    
","
Height: 189cm    
Weight: 89kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #8 ",,Luke McDonald,"
Supercoach Price: $362,200
  "
"
Age: 22yr 11mth    Games: 62     Born: March 18, 1996    
","
Height: 196cm    
Weight: 100kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #53 ",,Oscar McDonald,"
Supercoach Price: $296,100
  "
"
Age: 21yr     Games: 40     Born: March 3, 1998    
","
Height: 185cm    
Weight: 83kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #3 ",,Hugh McCluggage,"
Supercoach Price: $416,800
  "
"
Age: 19yr 2mth    Games: 15     Born: December 30, 1999    
","
Height: 192cm    
Weight: 82kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #33 ",,Tom McCartin,"
Supercoach Price: $274,100
  "
"
Age: 22yr 10mth    Games: 35     Born: April 19, 1996    
","
Height: 194cm    
Weight: 100kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #1 ",,Patrick McCartin,"
Supercoach Price: $262,200
  "
"
Age: 25yr 4mth    Games: 29     Born: October 22, 1993    
","
Height: 178cm    
Weight: 82kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #66 ",,Lincoln McCarthy,"
Supercoach Price: $247,500
  "
"
Age: 23yr 11mth    Games: 57     Born: April 1, 1995    
","
Height: 192cm    
Weight: 92kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #14 ",,Cameron McCarthy,"
Supercoach Price: $273,300
  "
"
Age: 23yr 9mth    Games: 0     Born: May 28, 1995    
","
Height: 181cm    
Weight: 78kg    
Position:
            Forward
      ",,,Shane McAdam,"
Supercoach Price: $123,900
  "
"
Age: 30yr 4mth    Games: 196     Born: November 2, 1988    
","
Height: 188cm    
Weight: 84kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #40 ",,Christopher Mayne,"
Supercoach Price: $370,400
  "
"
Age: 27yr 4mth    Games: 2     Born: October 7, 1991    
","
Height: 185cm    
Weight: 89kg    
Position:
            Midfield
      ",,,Corey Maynard,"
Supercoach Price: $238,900
  "
"
Age: 22yr 5mth    Games: 73     Born: September 20, 1996    
","
Height: 189cm    
Weight: 90kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #30 ",,Brayden Maynard,"
Supercoach Price: $406,800
  "
"
Age: 24yr 9mth    Games: 101     Born: May 20, 1994    
","
Height: 189cm    
Weight: 88kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #8 ",,Sam Mayes,"
Supercoach Price: $274,400
  "
"
Age: 27yr 1mth    Games: 123     Born: January 10, 1992    
","
Height: 193cm    
Weight: 101kg    
Position:
            Defender
      ",,,Steven May,"
Supercoach Price: $443,500
  "
"
Age: 22yr 1mth    Games: 37     Born: January 10, 1997    
","
Height: 188cm    
Weight: 88kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 2, Pick #39 ",,Rhys Mathieson,"
Supercoach Price: $365,000
  "
"
Age: 26yr 11mth    Games: 119     Born: March 11, 1992    
","
Height: 173cm    
Weight: 74kg    
Position:
            Forward
      ",,,Brandon Matera,"
Supercoach Price: $333,300
  "
"
Age: 29yr 10mth    Games: 198     Born: May 2, 1989    
","
Height: 180cm    
Weight: 80kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #3 ",,Chris Masten,"
Supercoach Price: $418,800
  "
"
Age: 32yr 3mth    Games: 158     Born: November 17, 1986    
","
Height: 199cm    
Weight: 100kg    
Position:
            Ruck
      ","
Last Drafted: Round 1, Pick #3 ",,Stefan Martin,"
Supercoach Price: $573,700
  "
"
Age: 24yr 1mth    Games: 81     Born: January 29, 1995    
","
Height: 186cm    
Weight: 82kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #1 ",,Jack Martin,"
Supercoach Price: $439,000
  "
"
Age: 27yr 8mth    Games: 201     Born: June 26, 1991    
","
Height: 187cm    
Weight: 92kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #3 ",,Dustin Martin,"
Supercoach Price: $563,800
  "
"
Age: 20yr 4mth    Games: 10     Born: October 8, 1998    
","
Height: 198cm    
Weight: 90kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #16 ",,Todd Marshall,"
Supercoach Price: $281,300
  "
"
Age: 23yr 3mth    Games: 13     Born: November 24, 1995    
","
Height: 201cm    
Weight: 101kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #10 ",,Rowan Marshall,"
Supercoach Price: $341,100
  "
"
Age: 22yr 9mth    Games: 15     Born: May 8, 1996    
","
Height: 188cm    
Weight: 80kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #50 ",,Oleg Markov,"
Supercoach Price: $158,000
  "
"
Age: 22yr 2mth    Games: 35     Born: December 7, 1996    
","
Height: 193cm    
Weight: 90kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #6 ",,Caleb Marchbank,"
Supercoach Price: $355,600
  "
"
Age: 20yr 11mth    Games: 0     Born: March 27, 1998    
","
Height: 193cm    
Weight: 94kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #45 ",,Jack Maibaum,"
Supercoach Price: $123,900
  "
"
Age: 25yr 10mth    Games: 4     Born: April 25, 1993    
","
Height: 192cm    
Weight: 92kg    
Position:
            Defender
      ",,,Jack Madgen,"
Supercoach Price: $256,500
  "
"
Age: 19yr 3mth    Games: 0     Born: November 15, 1999    
","
Height: 185cm    
Weight: 84kg    
Position:
            Midfield
      ",,,James Madden,"
Supercoach Price: $102,400
  "
"
Age: 20yr 10mth    Games: 8     Born: April 11, 1998    
","
Height: 196cm    
Weight: 91kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #47 ",,Harrison Macreadie,"
Supercoach Price: $146,800
  "
"
Age: 24yr 7mth    Games: 118     Born: August 3, 1994    
","
Height: 191cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #6 ",,Jackson Macrae,"
Supercoach Price: $689,700
  "
"
Age: 21yr 4mth    Games: 17     Born: October 29, 1997    
","
Height: 174cm    
Weight: 78kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #21 ",,Darcy Macpherson,"
Supercoach Price: $293,100
  "
